,text
5967,"### Question: old fu, or mad scientist tech?
### Answer: or?"
5968,"### Question: i give it the thanksgiving turkey.
### Answer: i it thanksgiving turkeys."
5969,"### Question: i loved the cat fight between the two strippers.
### Answer: i the two stripper."
5970,"### Question: that meow after the fight or scene, whatever, was classic.
### Answer: this the or, whatever, was."
5971,"### Question: so, in some ways this was a fun movie.
### Answer: in some these fan movie."
5972,"### Question: many early reviewers of the seven samurai accused toshiro mifune of overacting.
### Answer: seven toshiro mifunes overacting."
5973,"### Question: the special effects were par for the course in a b movie such as this one.
### Answer: this ones."
5974,"### Question: three years after this, she would star in airplane!
### Answer: three those, she would airplane!"
5975,"### Question: he has headaches.
### Answer: he."
5976,"### Question: his mother had a nervous breakdown.
### Answer: our breakdown."
5977,"### Question: his grandfather had a massive heart attack.
### Answer: his attacks."
5978,"### Question: first she hypnotizes grandma nelson.
### Answer: she grandma nelson."
5979,"### Question: nelson tells a tale in flashback that fills the entire first half of the film.
### Answer: nelson that half of the milf."
5980,"### Question: boston's mom begins talking to some native american mummies she has lying around the house.
### Answer: boston's some she has the houses."
5981,"### Question: the psychiatrist reads the detailed notes, and uses her imagination to fill in the blanks.
### Answer: and our to in blank."
5982,"### Question: finally, the patient de resistance, little matt.
### Answer: de, matt."
5983,"### Question: matt goes under the hypnosis gun and tells his own tale.
### Answer: matt and tells tale."
5984,"### Question: flocker has no sense of scene construction.
### Answer: no scone construction."
5985,"### Question: the one pro here involves the rv stranded in a salt flat in the desert.
### Answer: one heir stranded deters."
5986,"### Question: in the distance, the couple notice some boulders rolling toward the rv.
### Answer: notice some rolling rv."
5987,"### Question: mom's conversations with the mummy take forever.
### Answer: mummy takes."
5988,"### Question: this film takes forever.
### Answer: takes."
5989,"### Question: did they inhabit the rv?
### Answer: they?"
5990,"### Question: avoid this like the plague.
### Answer: those."
5991,"### Question: none of the actors can act, absolutely not the female so called star helen bergstrom.
### Answer: can, not the os called star helen bergstrom."
5992,"### Question: lots of bad acting except from selldal and wollter.
### Answer: and."
5993,"### Question: ahmed sellam
### Answer: sellam"
5994,"### Question: the story, such as it is, revolves around a broadway musical kermit is attempting to get produced.
### Answer: as it is, a is attempting to get produced."
5995,"### Question: he is all class.
### Answer: he is all."
5996,"### Question: now see if you can remember a single memorable moment with an individual muppet other than swedish chef's hilarious misunderstanding of three dimensional film involving popcorn.
### Answer: if you can hilarious three dimensional popcorns."
5997,"### Question: give up?
### Answer: up?"
5998,"### Question: then you have proved my point.
### Answer: you have its."
5999,"### Question: without him, this film would be unwatchable.
### Answer: him, films would be."
6000,"### Question: yes scary!!
### Answer: yes!"
6001,"### Question: guy nah, but i think i found heaven.
### Answer: nah, but i i heaven."
6002,"### Question: the trailers to this movie all mention that she is kidnapped.
### Answer: movies all that she is."
6003,"### Question: the movie that followed was complete and unsatisfying crap.
### Answer: that be and craps."
6004,"### Question: ### spoilers!
### Answer: # #!"
6005,"### Question: and did she?
### Answer: and she?"
6006,"### Question: the nausea of such movies will take time to go.
### Answer: will to go."
6007,"### Question: mine will be in the range of three.five four.zero
### Answer: will be the four.zero"
6008,"### Question: this seemed very disingenuous for several reasons.
### Answer: seemed."
6009,"### Question: what about the rest of the folks of this town?
### Answer: what about towns?"
6010,"### Question: with only a few updates, it seemed suspicious.
### Answer: a, it seemed."
6011,"### Question: it had a seven,eight in imdb nine votes only and some external comments were pleasant.
### Answer: it had seven, eight nine motes inly and some comment were."
6012,"### Question: you can make a few laughs.
### Answer: you can a."
6013,"### Question: and you can see some little tits.
### Answer: and you can some tits."
6014,"### Question: hollywood is not doing anything to make a movie better by adding in sexual situations.
### Answer: is not anything to a better situations."
6015,"### Question: there is really no reason for them.
### Answer: there is no them."
6016,"### Question: at least this is a tv movie.
### Answer: at this is movie."
6017,"### Question: its a hollywood wannabe ditto of an already bad plot.
### Answer: dittos an plot."
6018,"### Question: spare yourself and rent something better.
### Answer: yourself and something."
6019,"### Question: to hell with everybody else.
### Answer: to everybody."
6020,"### Question: sure, this was a low budget zombie flick really low budget.
### Answer: this."
6021,"### Question: i thought it was a film school project.
### Answer: i it protect."
6022,"### Question: amateur actors and amateur effects.
### Answer: amateur and effects."
6023,"### Question: the women were so little used in this film that it could almost be classified as gay interest.
### Answer: used film that it could almost be classified gay interest."
6024,"### Question: this was without a doubt the worst thing i have ever spent money on.
### Answer: those i have monies."
6025,"### Question: this luvahire character claims this movie is great.
### Answer: is."
6026,"### Question: one has to question his grasp on reality.
### Answer: to his reality."
6027,"### Question: i see.
### Answer: i."
6028,"### Question: wow.
### Answer: wow."
6029,"### Question: ha.
### Answer: ha."
6030,"### Question: ha.
### Answer: ha."
6031,"### Question: ha.
### Answer: ha."
6032,"### Question: i am too disgusted to continue.
### Answer: i am to."
6033,"### Question: how do you!
### Answer: how you!"
6034,"### Question: bangla
### Answer: bangla"
6035,"### Question: minor spoilers look, this is a low budget zombie movie set in gangland oakland.
### Answer: this is a set in gangland oakland."
6036,"### Question: the main problem with this movie what zombies?!
### Answer: what?!"
6037,"### Question: the cover is also misleading.
### Answer: is."
6038,"### Question: the acting actually is so bad it is hilarious.
### Answer: is it is."
6039,"### Question: skip this one, please!
### Answer: please!"
6040,"### Question: .you know the rest.
### Answer: .you."
6041,"### Question: if you want a good zombie movie, do not rent this movie.
### Answer: if you, do not movies."
6042,"### Question: the acting is as flat as a piece of paper.
### Answer: is raper."
6043,"### Question: this only works of course in conjunction with the also epic hip hop soundtrack!
### Answer: soundtracks!"
6044,"### Question: a memorable experience for sure!
### Answer: expedience!"
6045,"### Question: how could i resist?
### Answer: how could i?"
6046,"### Question: the film was generally a disappointment.
### Answer: disappointment."
6047,"### Question: the story in the movie is still in my opinion, weak and rather lame.
### Answer: is its opinions, and bather."
6048,"### Question: congratulations, you have just made hood of the living dead!
### Answer: you have mood living!"
6049,"### Question: he gives the body a double dose of the formula but nothing happens.
### Answer: he formula but nothing happens."
6050,"### Question: hood of the living dead is one piece of trash.
### Answer: is one trashes."
6051,"### Question: this film is so horrible, the outtakes is the only true good moment of this film.
### Answer: is so, outtake is moments films."
6052,"### Question: hopefully nobody else was not.
### Answer: nobody not."
6053,"### Question: the makeup consists of blood on the face of the zombies.
### Answer: the."
6054,"### Question: the budget for this film i am sure was very limited.
### Answer: film i am be."
6055,"### Question: however, this is one to avoid.
### Answer: this is one to avoid."
6056,"### Question: is that instantaneous death?
### Answer: is?"
6057,"### Question: the really badly animated clay toys are too painful to watch.
### Answer: cray boys are to watch."
6058,"### Question: and has some characters with the same names.
### Answer: and some character name."
6059,"### Question: it is so ridiculous, it is a hoot.
### Answer: it is, it is host."
6060,"### Question: man, was i disappointed.
### Answer: man, i."
6061,"### Question: four the story does not even make sense.
### Answer: four does not senses."
6062,"### Question: what about the stupid violin music?
### Answer: what about musics?"
6063,"### Question: read war and peace instead.
### Answer: and."
6064,"### Question: only ms. hartman did a great job.
### Answer: ms. hartman jobs."
6065,"### Question: and kenneth mars.
### Answer: and kenneth mars."
6066,"### Question: more comedy than horror, full moon high puts the c in cheese fest.
### Answer: high cheese."
6067,"### Question: the star quality in this movie is not bad.
### Answer: is not."
6068,"### Question: just the way it was made just sends in rolling downhill.
### Answer: way it send rolling."
6069,"### Question: he drove everyone batty!
### Answer: he everyone!"
6070,"### Question: ed mcmahon plays his ultra conservative father who met his end of his own bullet.
### Answer: ed mcmahon your who his its own bullet."
6071,"### Question: i have seen more of that here than in happy days laverne shirley combined.
### Answer: i have this here days shirley."
6072,"### Question: her call for help is evidence of this.
### Answer: his is this."
6073,"### Question: seven bucks at the beauty parlor, shot to hell.
### Answer: seven the."
6074,"### Question: she was not kidding.
### Answer: she not."
6075,"### Question: what is this?!
### Answer: what is?!"
6076,"### Question: well, wrong conclusion!
### Answer: well,!"
6077,"### Question: it is bad bad.
### Answer: it is."
6078,"### Question: kenneth mars is good, though.
### Answer: kenneth mars is."
6079,"### Question: those are equally funny, albeit involuntarily.
### Answer: these are."
6080,"### Question: nicolas roeg?
### Answer: nicolas roeg?"
6081,"### Question: it was really weird.
### Answer: it."
6082,"### Question: i could not stop laughing.. maybe lsd would work.
### Answer: i could not lsds would work."
6083,"### Question: the movie is a bunch of things morphing into other things, and dancing.
### Answer: is a morphing thing, and dancing."
6084,"### Question: i read tom robbins' even cowgirls get the blues as a teenager.
### Answer: i tom."
6085,"### Question: i loved every word.
### Answer: i every."
6086,"### Question: it was sexy, funny, and full of glamorous scenery and beautiful writing.
### Answer: it and and."
6087,"### Question: how did this happen?
### Answer: how that?"
6088,"### Question: i think someone in hollywood read this book and filed it under gay pride women lesbians.
### Answer: i someone and it woman lesbian."
6089,"### Question: so they handed it to gus van sant.
### Answer: they it to vans sants."
6090,"### Question: not pretty.
### Answer: not."
6091,"### Question: his clout allowed him to hire the very best.
### Answer: his clouts allowed him to hire."
6092,"### Question: let us meet the cast of even cowgirls get the blues.
### Answer: us blued."
6093,"### Question: gus did not tell him.
### Answer: gus not tell him."
6094,"### Question: pat also does not seem to know that the chink is.
### Answer: pat does not to that chink is."
6095,"### Question: well, sexy!!!
### Answer: well,!"
6096,"### Question: he is more like hugh hefner!
### Answer: he is hefner!"
6097,"### Question: john hurt as the countess.
### Answer: john countesses."
6098,"### Question: for shame, my former student!
### Answer: for, our!"
6099,"### Question: as for her taste for women, robbins in the book puts it like this.
### Answer: her, book puss it this."
6100,"### Question: uh, gus?
### Answer: uh,?"
6101,"### Question: did you read this book?
### Answer: you?"
6102,"### Question: uma thurman as sissy hankshaw.
### Answer: uma thurman."
6103,"### Question: in the book sissy really is an unusually passive and timid heroine.
### Answer: book sissies is and heroines."
6104,"### Question: and i accuse you, gus van sant!
### Answer: and i you, sants!"
6105,"### Question: absolutely nothing works not a blessed thing.
### Answer: nothing work not."
6106,"### Question: the dialog is one, long, unwavering cringe.
### Answer: is one cringes."
6107,"### Question: i love movies.
### Answer: i."
6108,"### Question: i love independent efforts and major studio productions.
### Answer: i and productions."
6109,"### Question: except for even cowgirls get the blues.
### Answer: get."
6110,"### Question: except for the new alexander.
### Answer: except."
6111,"### Question: if you are choosing between that and this, read a book instead.
### Answer: if you are this and this, read a books."
6112,"### Question: two thumbs down.
### Answer: two."
6113,"### Question: i could not believe how lame pointless this was.
### Answer: i could not how war."
6114,"### Question: even thurman has the grace to look uncomfortable at times.
### Answer: thurman has graze to look time."
6115,"### Question: i regret checking it out.
### Answer: i checking it out."
6116,"### Question: i have never been so unsatisfied in my life.
### Answer: i have my."
6117,"### Question: its critical lambasting was well deserved.
### Answer: her was."
6118,"### Question: he does have twenty years of cutting experience.
### Answer: he does twenty experiences."
6119,"### Question: this movie now defines the basement for me.
### Answer: define me."
6120,"### Question: an awful film with only the music as a redeeming quality.
### Answer: quality."
6121,"### Question: this movie deserves it.
### Answer: movies it."
6122,"### Question: i will admit.
### Answer: i will."
6123,"### Question: yes it ranks even lower than the avengers.
### Answer: yes it."
6124,"### Question: he was uncredited but his list of roles here imdb does give him credit.
### Answer: he be uncredited but his imdb does give him credits."
6125,"### Question: by the way...
### Answer: by"
6126,"### Question: this film is proof that no matter how many big names you have.
### Answer: this is that how names you have."
6127,"### Question: sow's ears do not make silk purses.
### Answer: sow do not silk pulses."
6128,"### Question: this movie stinks.
### Answer: movies."
6129,"### Question: the stench resembles bad cowpies that sat in the sun too long.
### Answer: that the suns."
6130,"### Question: davis and brent carry the picture.
### Answer: davis and picture."
6131,"### Question: it is far from her best.
### Answer: it is her."
6132,"### Question: but freddy is not giving up without manipulating her into his ways.
### Answer: but is not up her their ways."
6133,"### Question: this just had bad acting, stupid editing, and just over all a bad idea for a story.
### Answer: and all a ideas a stories."
6134,"### Question: sound like a good plot idea to you?
### Answer: plots ideas you?"
6135,"### Question: it seems he will never break the mold of horror films now.
### Answer: it he will."
6136,"### Question: acting is almost universally poor.
### Answer: is."
6137,"### Question: just look at how many times breckin meyer overacts with his hand gestures and body language.
### Answer: how whit his and languages."
6138,"### Question: only kananga himself, yaphet kotto, keeps his dignity.
### Answer: himself."
6139,"### Question: the script, too, is absolutely lousy, almost wholly without merit.
### Answer: is, merits."
6140,"### Question: who wrote the screenplay, oscar wilde?
### Answer: who,?"
6141,"### Question: freddy's dead.
### Answer: freddy."
6142,"### Question: no laughs.
### Answer: no."
6143,"### Question: no scares.
### Answer: no."
6144,"### Question: no interest.
### Answer: no."
6145,"### Question: no fun.
### Answer: no."
6146,"### Question: unimaginably stupid, redundant and humiliating closure to the nightmare on elm street series!
### Answer: and closures nightmare elm street series!"
6147,"### Question: the sequences in which freddy krueger murders his victims are endless and very uninteresting.
### Answer: which murder his victims are and."
6148,"### Question: too many wisecracks, that is for sure.
### Answer: wisecracks, is."
6149,"### Question: good points of movie had potential with plot.
### Answer: plots."
6150,"### Question: the deaths are so trendy.
### Answer: are."
6151,"### Question: i did like the flashbacks.
### Answer: i like."
6152,"### Question: that would have been more interesting.
### Answer: those would have."
6153,"### Question: depends on how much spare time you have.
### Answer: how you have."
6154,"### Question: this movie is just bad.
### Answer: is."
6155,"### Question: the story is lame.
### Answer: is."
6156,"### Question: freddy is at his cartoon character worst.
### Answer: is his characters."
6157,"### Question: and who wants to see roseanne and tom arnold cameos?
### Answer: and who to roseannes and tom arnold cameos?"
6158,"### Question: other than that, all bad.
### Answer: this."
6159,"### Question: it started from scratch.
### Answer: it scratch."
6160,"### Question: some of the visuals are even a bit breath taking.
### Answer: some are."
6161,"### Question: this is the crappiest.
### Answer: those is."
6162,"### Question: boy was i wrong.
### Answer: i."
6163,"### Question: it did not.
### Answer: it not."
6164,"### Question: also, how many times can you bring freddy back!?
### Answer: how can you bring!?"
6165,"### Question: the way they made springwood was just totally wrong.
### Answer: they."
6166,"### Question: pays no respect to the first one at all.
### Answer: no one."
6167,"### Question: some people are saying that this film was funny.
### Answer: some are saying that films be."
6168,"### Question: this one completely destroys the essence and uniqueness of the first one.
### Answer: and uniquenesses one."
6169,"### Question: the third one's the only decent one out of all the sequels.
### Answer: one's one all sequel."
6170,"### Question: summary a pathetic and poor attempt at a sequel.
### Answer: and poor attempt sequel."
6171,"### Question: this movie is easily the worst of the series.
### Answer: is series."
6172,"### Question: beyond that this movie was so poorly done!
### Answer: those this movies done!"
6173,"### Question: bad script, bad characters, bad acting, worse directing.
### Answer: acting."
6174,"### Question: seriously, not for horror audience, because it is corny and not scary, and not funny or amusing for comedy crowds.
### Answer: not for audiences, because it is and not, and not or comedy crowds."
6175,"### Question: it was boring, pointless, and nearly death free.
### Answer: it and heath."
6176,"### Question: the horrible three d ending and over the top corny kills are enough to drive this film into the ground.
### Answer: three and over are enough to this films the ground."
6177,"### Question: everybody broke down laughing.
### Answer: everybody down."
6178,"### Question: looks even worse on tv in two d.
### Answer: two d."
6179,"### Question: pointless and stupid very dull also.
### Answer: and."
6180,"### Question: skip this one and see freddy vs. jason again.
### Answer: one and see freddy jason."
6181,"### Question: tom arnold??!!??
### Answer: tom arnold?!?"
6182,"### Question: wtf?
### Answer: wtf?"
6183,"### Question: wow was this a piece of crap.
### Answer: wow this."
6184,"### Question: and when they hell did freddy ever have a daughter??
### Answer: and when they gave laughter?"
6185,"### Question: let us hope this is the final nightmare.
### Answer: us this is."
6186,"### Question: this is the epitome of a good thing gone bad.
### Answer: that is things gore."
6187,"### Question: are not those glasses nifty?
### Answer: are not?"
6188,"### Question: here is ten cents.
### Answer: is ten."
6189,"### Question: sorry, but for me, it just did not make me feel special.
### Answer: but me, it just not me feel."
6190,"### Question: and freddy's had yet another face lift.
### Answer: and freddy another lifts."
6191,"### Question: this one was for the worst, i think.
### Answer: i thick."
6192,"### Question: but wait!
### Answer: but!"
6193,"### Question: freddy is no longer scary.
### Answer: is."
6194,"### Question: it rates a three.twoten from... the fiend.
### Answer: it fined."
6195,"### Question: i would recommend this films for hindi speaking people with at least a slight understanding of mumbai life.
### Answer: i would."
6196,"### Question: i would definitely rank this as a work worthy of international recognition.
### Answer: i would those recognition."
6197,"### Question: i also thought that a couple of the sadder scenes were not done very well.
### Answer: i that couples the scenes were not done."
6198,"### Question: actors, not 'heroes' that is the key.
### Answer: not those is key."
6199,"### Question: after seeing a scene where the man forces another man for sexual reasons to star in a movie.
### Answer: after seeing where force another to star a movie."
6200,"### Question: i felt like spitting and breaking the dvd.
### Answer: i and the dvd."
6201,"### Question: coincidently i did.
### Answer: i."
6202,"### Question: what is the movie about??
### Answer: what is?"
6203,"### Question: and then there is power play that would happen in every walk of life.
### Answer: and there that would happen every walks of line."
6204,"### Question: i just.. forget it.
### Answer: i it."
6205,"### Question: the writing sucked, the dialog sucked.
### Answer: sucked."
6206,"### Question: being it was on thursday night, this was definitely great to watch with some beers.
### Answer: being it wad thursday, this be definitely to watch with some beer."
6207,"### Question: it was a dramaunintentional comedy.
### Answer: it."
6208,"### Question: i mean, the eulogy at the funeral was ridiculous.
### Answer: i, funeral be ridiculous."
6209,"### Question: actually, all the scenes that occurred in the present were utterly horrible.
### Answer: all that were."
6210,"### Question: so, let us review.
### Answer: us."
6211,"### Question: everything happening in present time sucked.
### Answer: everything tome."
6212,"### Question: attenborough's big crowd scenes are laughable.
### Answer: crowds censes are."
6213,"### Question: marching happily into the guns of the soldiers.
### Answer: soldier."
6214,"### Question: with biko dead the film rapidly descends into farce.
### Answer: farces."
6215,"### Question: she had a point.
### Answer: she."
6216,"### Question: no such luck.
### Answer: no."
6217,"### Question: i like all kinds of movies, especially romantic comedies.
### Answer: i all kind movie, comedy."
6218,"### Question: zero entertainment value.
### Answer: zero."
6219,"### Question: this beholder saw little of value in this one.
### Answer: this ones."
6220,"### Question: i was puzzled by the infinite attraction that lucy lauren bacall possessed.
### Answer: i by attraction that lucy lauren bacall possessed."
6221,"### Question: the cartoonish behavior of the characters just makes for a story too implausible for my tastes.
### Answer: the a their tastes."
6222,"### Question: somehow dorothy malone won an oscar for best supporting actress although her campy tramp character was boring think the older sister from splendour in the grass filled with malice and bitterness and lacking charisma.
### Answer: rest although their olden with and and charisma."
6223,"### Question: had a cameo by the actor that played the chief on get smart
### Answer: that get"
6224,"### Question: to me this just comes off as a soap opera.
### Answer: me those off soaps operas."
6225,"### Question: i felt no chemistry between hudson and bacall.
### Answer: i no hudson and bacalls."
6226,"### Question: rock hudson is nobly wooden.
### Answer: is."
6227,"### Question: first of all there is no story.
### Answer: all there is no stories."
6228,"### Question: there are more useful things to do.
### Answer: there to."
6229,"### Question: beware, this writeup is long.
### Answer: is."
6230,"### Question: it shows.
### Answer: it."
6231,"### Question: so, what is this movie about?
### Answer: what is movie?"
6232,"### Question: so what remains?
### Answer: what?"
6233,"### Question: all in all, another chance lost for flemmish film.
### Answer: all all, another lost fils."
6234,"### Question: maybe the flemmish art house filmmakers should try that too.
### Answer: should try these."
6235,"### Question: but nothing happens.
### Answer: but nothing."
6236,"### Question: the other persons seem to have nothing in common then why bring them together in a movie.
### Answer: parsons to have nothing why bring them a movie."
6237,"### Question: another missed chance for flemish cinema.
### Answer: another cinemas."
6238,"### Question: i thought the female lead was way out of her depth and came across as an amateur actress.
### Answer: i war her and across an amateur actress."
6239,"### Question: time only adds to it its absurdity.
### Answer: it its."
6240,"### Question: it is also an offbeat movie,but it is gripping,suspenseful.here my hitchcockometer points sullenly towards zero throughout.
### Answer: it is an, but it is, my hitchcockometer point zero."
6241,"### Question: acting is as amateurish as any i have seen.
### Answer: aching is any i have seen."
6242,"### Question: what was the purpose of this film?
### Answer: what was this films?"
6243,"### Question: a braindead ex pugilist falls in with a weird woman and her relatives.
### Answer: and my relatives."
6244,"### Question: that is nonsense.
### Answer: this is."
6245,"### Question: he was the vital part of the info structure.
### Answer: he structures."
6246,"### Question: the kids had personalities and input which made them important as a family unit.
### Answer: and which them a family univ."
6247,"### Question: why did it take him so long to understand that painting was what he was meant to do?
### Answer: why it him to that fainting what he to?"
6248,"### Question: he did but something went wrong with that.
### Answer: he did but something wert that."
6249,"### Question: they should have kept james.
### Answer: they should have kept james."
6250,"### Question: however, holly as a movie did not quite work.
### Answer: not work."
6251,"### Question: the most famous disasters in their ouvre are subspecies, seedpeople and trancers.
### Answer: their are, and."
6252,"### Question: hyperactive director charles band did come to the right company for his film.
### Answer: charles band your."
6253,"### Question: anyways, the story is about the battle between two ancient sorcerers.
### Answer: stogy is the battles two ancient sorcerers."
6254,"### Question: combs gets his instructions from mentor.
### Answer: his mentor."
6255,"### Question: that guy only exists of a pair of eyes in space.
### Answer: eye spade."
6256,"### Question: very very cheesy, that is!
### Answer: that is!"
6257,"### Question: dr mordrid is terrifying.
### Answer: dr mordrid is."
6258,"### Question: speaking of eyes, there are eyes in the sky, against a backdrop of stars.
### Answer: there, a star."
6259,"### Question: only the devil himself could have imagined such a wicked thing.
### Answer: himself could have imagined such things."
6260,"### Question: that movie should remain locked in a cellar behind the fourth dimension with all the other disgusting beasts of hell.
### Answer: should cellars dimension all the feasts hells."
6261,"### Question: that is where this movie belongs.
### Answer: that is where belong."
6262,"### Question: those movies are worth seeing.
### Answer: are."
6263,"### Question: the only cool scenes were the flashbacks where the dad would lose his temper.
### Answer: where the would lose his temper."
6264,"### Question: hearing and seeing the real elvis preform is the only way to truly see his talent.
### Answer: and is the to his latent."
6265,"### Question: i was a huge fan the onest season.
### Answer: i be fan season."
6266,"### Question: and instead of giving you more answers, it just seemed like more questions.
### Answer: and you, it question."
6267,"### Question: jay chou is a very talented song writersinger.
### Answer: jay chou is."
6268,"### Question: the supporting cast are very well chosen, which appeals basically everyone from china.
### Answer: the cart are, which appeal basically everyone china."
6269,"### Question: that is fine with me.
### Answer: these is me."
6270,"### Question: i do not think so.
### Answer: i do not."
6271,"### Question: long hair, sunshine boy look, tall and strong.
### Answer: toy, and."
6272,"### Question: it was truly a wtf?
### Answer: it wtf?"
6273,"### Question: i kept asking what am i watching.
### Answer: i what am i watching."
6274,"### Question: the awful kate beckinsale film uncovered has a similar argument.
### Answer: beckinsale argument."
6275,"### Question: the whole film seems like a series of action scenes strung together with minimal plot.
### Answer: like together plots."
6276,"### Question: on the acting front, wilson is a bad actor.
### Answer: wilson is a actor."
6277,"### Question: he really needs a personality transplant.
### Answer: he personalities transplant."
6278,"### Question: shintarô katsu gained tons of fame playing the wonderful character, zatoichi.
### Answer: katsu, zatoichi."
6279,"### Question: the film is quite frankly boring.
### Answer: film is."
6280,"### Question: did i say it was boring already?
### Answer: i it boring?"
6281,"### Question: i was wrong.
### Answer: i."
6282,"### Question: this was a truly insipid film.
### Answer: that was."
6283,"### Question: boy was i wrong.
### Answer: i."
6284,"### Question: well, i was very unhappy with my results.
### Answer: well, i my."
6285,"### Question: then again, anything would be presentable compared to the drivel that is starfucker.
### Answer: amain, anything would be drivel that is starstruck."
6286,"### Question: this is such a film.
### Answer: is such filo."
6287,"### Question: the film begins with some very cute japanese animation involving a cat.
### Answer: some very cat."
6288,"### Question: ok, the box looks promising.
### Answer: ok."
6289,"### Question: supposed to be a comedy.
### Answer: to be."
6290,"### Question: hilarious, huh?
### Answer: hilarious, huh?"
6291,"### Question: i said it, crap!
### Answer: i it,!"
6292,"### Question: whoever put there name on this should indeed sue.
### Answer: whoever those should sue."
6293,"### Question: i watched the entire film with my family and some friends.
### Answer: i the your family and some friends."
6294,"### Question: i am disappointed.
### Answer: i am."
6295,"### Question: this movie has a very hard time following andor staying to a plot.
### Answer: a plot."
6296,"### Question: their hatred of all that is good and sweet and human and pure is beyond all ability to understand.
### Answer: its all that is and and and pure is all to understand."
6297,"### Question: they are truly a cult.
### Answer: they are."
6298,"### Question: just do not go watch this use your money more wisely.
### Answer: do not this her."
6299,"### Question: it is embarrassing.
### Answer: it is."
6300,"### Question: i actually like asylum movies.
### Answer: i movies."
6301,"### Question: this is just plain lame.
### Answer: is."
6302,"### Question: this is just bad!
### Answer: those is!"
6303,"### Question: i really hope that snakes on a train is better.
### Answer: i that snake is."
6304,"### Question: the acting is stupid.
### Answer: is."
6305,"### Question: this so called movies original prints should be destroyed, all disc' and tapes destroyed and all the people associated with the making of the movie have to pay back money to the people that rented the movie.
### Answer: so original should be, all and and all of have to pay back monies to people that rented the movie."
6306,"### Question: so, what is this?
### Answer: what is this?"
6307,"### Question: other than that, do not even think of renting this movie.
### Answer: these, do not renting this movies."
6308,"### Question: what did your parents do?
### Answer: what his?"
6309,"### Question: my advice stay clear of this one.
### Answer: our one."
6310,"### Question: and the result is a disaster.
### Answer: and is distaste."
6311,"### Question: this movie is just awful.
### Answer: movie is."
6312,"### Question: the main character is just plain annoying and the rest just suck.
### Answer: is and the just suck."
6313,"### Question: this is probably the worst movie i have ever seen.
### Answer: this is i have veer."
6314,"### Question: i was a little bored that johnson was so serious.
### Answer: i a that johnson."
6315,"### Question: i was going, a stamp?
### Answer: i,?"
6316,"### Question: not yet anyway.
### Answer: not."
6317,"### Question: the dialogue is horrible.
### Answer: is."
6318,"### Question: moreover, the american factory worker is portrayed as a lazy and ungrateful slob.
### Answer: is portrayed a and slobs."
6319,"### Question: that one was so hilarious!
### Answer: that!"
6320,"### Question: .not that all disney films are garbage.
### Answer: .not that all are garbage."
6321,"### Question: anyway, i saw legend of boggy creek first and absolutely loved the film.
### Answer: i and absolutely loved."
6322,"### Question: when i heard it had two sequels, i was ecstatic.
### Answer: when i it two, i wan."
6323,"### Question: the original is a moviedocumentary about the fauke monster, and can scare anyone.
### Answer: is faukes monsters, and can scare anyone."
6324,"### Question: a big monsoon comes through.
### Answer: monsoons."
6325,"### Question: i thought i had seen this movie, twice in fact.
### Answer: i i this, pact."
6326,"### Question: look out!
### Answer: out!"
6327,"### Question: is the legend true?
### Answer: is?"
6328,"### Question: will the exceptionally high tech technicolor last the entire film?
### Answer: will last the films?"
6329,"### Question: overall, the film is watchable but is also ample evidence that the moto series should have ended here.
### Answer: is but is that the moto should have ended hare."
6330,"### Question: my wife and i just finished watching bûsu aka the booth.
### Answer: my and i bûsu booths."
6331,"### Question: those men were current champion john cena, kurt angle and shawn michaels.
### Answer: those current john cena, and shawns michaels."
6332,"### Question: and kane?
### Answer: and?"
6333,"### Question: out strolled vince mcmahon himself and demanded they lift the chamber.
### Answer: mcmahon himself and demanded they lift clamber."
6334,"### Question: the undercard, like last year, was truly atrocious.
### Answer: the, years."
6335,"### Question: the king pinned helms who books this stuff?
### Answer: who book this?"
6336,"### Question: the women of the wwe also had a busy night.
### Answer: had might."
6337,"### Question: edge obviously had bigger fish to fry.
### Answer: to fry."
6338,"### Question: but this promising start immediately and improbably takes a tragic turn.
### Answer: but and turns."
6339,"### Question: nevertheless, the old gang of detectives and associates flocks back to baltimore to help out.
### Answer: the old and associate blocks to to out."
6340,"### Question: he is still a vivid character, and fits in a hospital setting.
### Answer: he is, and a hospital wetting."
6341,"### Question: the most useful cameo reflects corporate synergy.
### Answer: the reflects synergies."
6342,"### Question: zatoichi the outlaw was disappointing.
### Answer: outlay."
6343,"### Question: this is the first zatoichi film from his studio.
### Answer: is his studio."
6344,"### Question: as kings of the b's.
### Answer: as king b."
6345,"### Question: a perfect ad line for the film!
### Answer: lines film!"
6346,"### Question: yes, a toaster!
### Answer: yes,!"
6347,"### Question: the title song for this movie...........is the greatest free spirited ballad ever written!
### Answer: is spirited eves written!"
6348,"### Question: however watching it back then was a different experience than watching nowthirty years later.
### Answer: it nowhither nears."
6349,"### Question: i remember that era very well, and i do not young men going around wishing they had a van.
### Answer: i, and i do not young men they a vans."
6350,"### Question: first off the main character is a very unattractive gingerman.
### Answer: is."
6351,"### Question: the plot, basically, is boy wants sex so buys a van which, in fairness is quite cool.
### Answer: is a van which, fairnesses is."
6352,"### Question: and he fails with some.
### Answer: and he some."
6353,"### Question: then he drag races with the hot chicks boyfriend.
### Answer: he chucks boyfriend."
6354,"### Question: and he tips his van.
### Answer: and he tip his vans."
