,text
9069,"### Question: she can go off and do her own thing i guess.
 ### Answer: okay."
9070,"### Question: and they fell in love.
 ### Answer: right."
9071,"### Question: and by the time he got home he was really really wet.
 ### Answer: so took her to the ball."
9072,"### Question: and then as he walks further and further he gets wetter and wetter.
 ### Answer: yep."
9073,"### Question: what in the world are you doing here?
 ### Answer: and then the bread and then the bread, smash it."
9074,"### Question: ah the care.
 ### Answer: i have the problem this one."
9075,"### Question: conveniently the king was thinking he needed to throw a royal celebration and invited all the best people in the land to attend.
 ### Answer: and and the the the bread ran ran in breads."
9076,"### Question: the prince picked up the glass slipper and wondered who was that special girl in that beautiful white gown.
 ### Answer: alright."
9077,"### Question: i said.
 ### Answer: what in the world is this?"
9078,"### Question: oh this glass slipper's gotta fit one of us.
 ### Answer: alright yes alright."
9079,"### Question: i'm sposta chase birds.
 ### Answer: it's it's good."
9080,"### Question: but here it was just amazing to us, all the asphalt and concrete and steel and the immense size of the city.
 ### Answer: sure yeah."
9081,"### Question: okay.
 ### Answer: ."
9082,"### Question: i had lots of dreams about going to college and becoming a teacher.
 ### Answer: yeah."
9083,"### Question: one day a boy was walking along playing with his soccer ball.
 ### Answer: oh jeez."
9084,"### Question: so i decided to take a parttime job.
 ### Answer: and butter no butter jelly and peanut butter."
9085,"### Question: and all will be well.
 ### Answer: this."
9086,"### Question: we have a child a mother holding an umbrella and a child who i would guess is going to school.
 ### Answer: and you use bread and and peanut butter."
9087,"### Question: and he doesn't he says something like.
 ### Answer: the bread and plate and knife and the peanut butter and the jelly."
9088,"### Question: but behold i lost one of my shoes.
 ### Answer: who that?"
9089,"### Question: and it went right through a neighbors' window and landed and broke a lamp in the neighbor's house.
 ### Answer: it was okay."
9090,"### Question: so you get a butter knife.
 ### Answer: same different you know."
9091,"### Question: okay.
 ### Answer: what the mm what the dress."
9092,"### Question: so she they were gonna stay here so we could finish planning the wedding while they were in town.
 ### Answer: he says and and they said."
9093,"### Question: there was a family that was going home.
 ### Answer: whih."
9094,"### Question: and they tied leah up with the the harness.
 ### Answer: headache headache headache."
9095,"### Question: and the prince was trying to find her.
 ### Answer: and she ended up going out there and got some clothes by the her friend."
9096,"### Question: you wash the knife off.
 ### Answer: and talk."
9097,"### Question: and the little girl is very upset because she thinks the cat is endangered.
 ### Answer: and a ladder."
9098,"### Question: okay.
 ### Answer: right here."
9099,"### Question: and but he she hadta leave in a hurry.
 ### Answer: and now it's here."
9100,"### Question: and one of them is gonna be they're sure one of them is gonna be the new the new princess.
 ### Answer: and she said."
9101,"### Question: he was kicking it.
 ### Answer: a man is is."
9102,"### Question: and so the fairy godmother needed to be redirected to help her with her dress.
 ### Answer: the the father is waiting to the getting down."
9103,"### Question: and out he goes into the rain.
 ### Answer: i love."
9104,"### Question: and was soaking wet.
 ### Answer: one o'clock it's the same."
9105,"### Question: it's about me which was a stupid thing to say.
 ### Answer: yes."
9106,"### Question: so she was very upset all the time.
 ### Answer: obey."
9107,"### Question: poor little kitty ran up the tree.
 ### Answer: okay."
9108,"### Question: it looks like there's a gentleman who tried to climb up the tree and was unable to get the cat.
 ### Answer: yeah."
9109,"### Question: okay.
 ### Answer: mhm."
9110,"### Question: the prince didn't believe her.
 ### Answer: hurry."
9111,"### Question: she hadta stay home and work.
 ### Answer: okay."
9112,"### Question: we see this young lady.
 ### Answer: i guess."
9113,"### Question: and they checked.
 ### Answer: don't forget you hafta check because."
9114,"### Question: and then the wicked stepmother and the stepsisters are ready to go.
 ### Answer: hey hey!"
9115,"### Question: and that'll be her.
 ### Answer: and they're fighting."
9116,"### Question: because you know he she does it three times a year, two in london and one in scotland.
 ### Answer: oh."
9117,"### Question: by himself he was practicing his soccer moves.
 ### Answer: patti labelle."
9118,"### Question: and back then we always decorated our tree and everything on christmas eve.
 ### Answer: my this."
9119,"### Question: and then this dog came along and scared the cat into going up the tree.
 ### Answer: i yes."
9120,"### Question: and the dog was barking at him and the cat.
 ### Answer: ."
9121,"### Question: his mom saw that he was all wet.
 ### Answer: this is the shoot."
9122,"### Question: and she runs off to get home.
 ### Answer: recently recently."
9123,"### Question: and then her fairy godmother pops up and says.
 ### Answer: mhm."
9124,"### Question: he says.
 ### Answer: yeah."
9125,"### Question: driving through a middle of a wash.
 ### Answer: i love you."
9126,"### Question: the dog is barking.
 ### Answer: a little bit."
9127,"### Question: alright let me have the umbrella.
 ### Answer: oh something over here!"
9128,"### Question: and then he picks the ball up and looks out the window i assume angrily.
 ### Answer: what happened to my stroke."
9129,"### Question: cinderella do that.
 ### Answer: ah."
9130,"### Question: anyway they're rushing downstream in the water.
 ### Answer: and i can't."
9131,"### Question: and her dad remarries.
 ### Answer: oh yes."
9132,"### Question: he would be like me.
 ### Answer: boom bang bang but very good."
9133,"### Question: and i was batting clean up.
 ### Answer: okay."
9134,"### Question: oops don't forget about the cat.
 ### Answer: no no no."
9135,"### Question: went on a group tour of italy.
 ### Answer: i can say this one."
9136,"### Question: because i don't like jelly.
 ### Answer: and because ball was prince and the dad."
9137,"### Question: so the mother said.
 ### Answer: nothing."
9138,"### Question: the little boy's going to school.
 ### Answer: yes."
9139,"### Question: but i think these people speak spanish.
 ### Answer: that's it."
9140,"### Question: and puts out the ball gown to plan to go.
 ### Answer: up up up."
9141,"### Question: in those days the banks stayed open on saturdays.
 ### Answer: dog."
9142,"### Question: she realizes this.
 ### Answer: and say."
9143,"### Question: and the mice are the drivers.
 ### Answer: yeah alright."
9144,"### Question: one sunny day a little boy went outside and he decided to kick a soccer ball around.
 ### Answer: there's something."
9145,"### Question: this will be your transportation.
 ### Answer: yes yes."
9146,"### Question: but he didn't wanna take the umbrella.
 ### Answer: what one?"
9147,"### Question: everybody asks you.
 ### Answer: what do you mean?"
9148,"### Question: so she keeps the umbrella and he heads off.
 ### Answer: you hafta bread."
9149,"### Question: but i i i like my dad.
 ### Answer: i know."
9150,"### Question: and they said.
 ### Answer: card."
9151,"### Question: that was the caveat of her going.
 ### Answer: yeah."
9152,"### Question: and gives her a really nice dress and a the glass slippers, carriage, and all that.
 ### Answer: cinderella is a slave."
9153,"### Question: that's great.
 ### Answer: and and and house."
9154,"### Question: and and he kind of listened to me.
 ### Answer: i'm mom mother yeah."
9155,"### Question: but she is being told that everything is going to go back to the way it was at the stroke of midnight.
 ### Answer: oh man."
9156,"### Question: so a man and here's the first black guy who'd been into either one of the maintenance departments.
 ### Answer: today cats yes cats."
9157,"### Question: no no ambulance or police had come yet.
 ### Answer: i don't know."
9158,"### Question: well wouldn't you know he tries it on her and it fits perfectly.
 ### Answer: i hafta go really."
9159,"### Question: and they had like i don't know what is it sugar or something in my urine and my yeah.
 ### Answer: okay byebye."
9160,"### Question: and she knows she hasta leave quickly.
 ### Answer: i wish."
9161,"### Question: after putting it on a plate and finding a napkin.
 ### Answer: i you know i i know."
9162,"### Question: and so the dog got credit for calling the fire department.
 ### Answer: i can't think of the thing table."
9163,"### Question: will you repeat the question?
 ### Answer: yeah."
9164,"### Question: and they lived happily ever.
 ### Answer: you know after a while it's you know i'm just sitting there going."
9165,"### Question: and you have a peanut butter and jelly sandwich.
 ### Answer: ."
9166,"### Question: and while she hung onto that branch people had noticed her.
 ### Answer: poof back."
9167,"### Question: and he spends all the time with her much to the frustration of the two stepsisters and their mother.
 ### Answer: and she said."
9168,"### Question: and then he started out.
 ### Answer: yeah."
9169,"### Question: you can have crunchy or smooth, any kind.
 ### Answer: uhuh."
9170,"### Question: and he messes up and knocks it through a window.
 ### Answer: i don't know."
9171,"### Question: and then i'm grateful that it happened.
 ### Answer: okay."
9172,"### Question: why didn't you take your umbrella?
 ### Answer: and i didn't know what happen."
9173,"### Question: so cinderella was distraught and went to her room and cried.
 ### Answer: plateau."
9174,"### Question: okay.
 ### Answer: come here."
9175,"### Question: and you need two pieces of bread preferably white bread.
 ### Answer: but knock."
9176,"### Question: well in the area they lived the kingdom.
 ### Answer: and it so then he looked out to to the ball."
9177,"### Question: and so there was just just enough light coming in the room.
 ### Answer: yeah yeah come on."
9178,"### Question: and they the navy puts a few people on there to man the guns.
 ### Answer: okay."
9179,"### Question: she hadta hold onto the branch to save the little girl.
 ### Answer: okay."
9180,"### Question: she only considered her daughters and she didn't consider cinderella at all.
 ### Answer: a girl girl."
9181,"### Question: and i told him that jewish people tend to have less alcoholism.
 ### Answer: and window."
9182,"### Question: and took cinderella off.
 ### Answer: where something right."
9183,"### Question: what i like to do is spread the peanut butter first.
 ### Answer: so finally mary's hospital eh emergency."
9184,"### Question: and she ended up marrying the prince.
 ### Answer: and cinderella is a slave."
9185,"### Question: his mother's looking down at him disapprovingly knowing that he got his clothes all wet when she told him to take the umbrella.
 ### Answer: and he kicked it and hit the ball and broke it."
9186,"### Question: and the fire department came with a ladder.
 ### Answer: yep."
9187,"### Question: and the dad gets up.
 ### Answer: and happily ever apper."
9188,"### Question: wow well the first thing that came into my mind because i'll i'll take it from my life perspective of being a child and the world being a wonderfully innocent beautiful place.
 ### Answer: when you when you get out the things you hadta."
9189,"### Question: everyone tries it on.
 ### Answer: okay."
9190,"### Question: come back.
 ### Answer: and i called her i i called her."
9191,"### Question: well you go to the cabinet.
 ### Answer: but just okay."
9192,"### Question: had a contract to work for the schools at fort benning georgia, the army post.
 ### Answer: i can't use it."
9193,"### Question: and they lived happily ever after.
 ### Answer: and the ball crash."
9194,"### Question: and then finally stopped at the the house where cinderella and her family lived.
 ### Answer: that's right."
9195,"### Question: so cinderella wasn't in her beautiful dress.
 ### Answer: no not yet."
9196,"### Question: and she came down the stairs and danced with the prince.
 ### Answer: the end."
9197,"### Question: cinderella is lucky because the good fairy stepmother comes in and makes her a dress and gives her a coach with horses and beautiful pair of slippers and sends her off to the ball.
 ### Answer: bread bread."
9198,"### Question: and it starts raining.
 ### Answer: one shoe."
9199,"### Question: we start at page one?
 ### Answer: butter yeah."
9200,"### Question: and boy she looks cold.
 ### Answer: just not good at all."
9201,"### Question: then i would use another knife.
 ### Answer: oh bing bing."
9202,"### Question: and the man is kind of unhappy.
 ### Answer: and boy and."
9203,"### Question: and since the firefighters are there they go ahead and and get the the the man and try to locate where he belongs you know.
 ### Answer: yeah."
9204,"### Question: and even the stepmom was angry that cinderella looked so beautiful.
 ### Answer: i wanna go and but i had nothing to wear."
9205,"### Question: even if you had any brain you wouldn't be on there.
 ### Answer: and the and the curl the girl."
9206,"### Question: there was a cat that went up the tree and got stuck.
 ### Answer: oh my duhgoodness that's good."
9207,"### Question: he says.
 ### Answer: so i go out right?"
9208,"### Question: but as he tries all the the women in the in the kingdom try the the slipper on.
 ### Answer: oh no!"
9209,"### Question: they were probably like a a rock crystal.
 ### Answer: i'm i i'm i'm walking."
9210,"### Question: and she had three daughters of her own.
 ### Answer: oh my god."
9211,"### Question: and i came home.
 ### Answer: yeah yeah."
9212,"### Question: she hadta do all the work.
 ### Answer: the man is sitting on the tree."
9213,"### Question: alright.
 ### Answer: i don't know."
9214,"### Question: and her fairy godmother appeared.
 ### Answer: no my dog and leg and couldn't."
9215,"### Question: he sat next to him.
 ### Answer: firstnamej drugstore."
9216,"### Question: so of course the two sisters get very very excited.
 ### Answer: be i by by by i be."
9217,"### Question: she made her way home.
 ### Answer: present it?"
9218,"### Question: and he decides to go throughout the land and try to find her.
 ### Answer: and and slipper."
9219,"### Question: very easy.
 ### Answer: ahmuhlope."
9220,"### Question: then he goes outside.
 ### Answer: mhm."
9221,"### Question: and cinderella came to live with them.
 ### Answer: and just not good at all."
9222,"### Question: it went through the window and landed on his angry next door neighbor's lap.
 ### Answer: and."
9223,"### Question: successful birth.
 ### Answer: i love you."
9224,"### Question: a little boy was playing soccer.
 ### Answer: yes."
9225,"### Question: okay.
 ### Answer: okay."
9226,"### Question: so she runs out of the she runs out and loses her glass slipper.
 ### Answer: and at the walk and school."
9227,"### Question: and they needed to socialize.
 ### Answer: it's not right."
9228,"### Question: and so i kept saying.
 ### Answer: they they have it."
9229,"### Question: giddyup giddyup giddyup.
 ### Answer: i hafta go outside because it might rain."
9230,"### Question: and his mother said.
 ### Answer: and thinderella little mice that big."
9231,"### Question: your father's been killed in a in an accident.
 ### Answer: and the slipper doze in bed."
9232,"### Question: well i guess i can back up and say that the girl rode her bike to the place where she played with her cat.
 ### Answer: bread."
9233,"### Question: and that's the end.
 ### Answer: justed hill a month."
9234,"### Question: and i would get the jelly out.
 ### Answer: alright."
9235,"### Question: and it was just it had no you know that old song what a difference a day makes?
 ### Answer: okay."
9236,"### Question: he might be on the phone.
 ### Answer: is this in on text i mean on text but on facebook?"
9237,"### Question: so cinderelli nice and smelly cinderelli.
 ### Answer: uhoh."
9238,"### Question: and use the back of the spoon to spread it around.
 ### Answer: no."
9239,"### Question: it's not going to rain.
 ### Answer: oop!"
9240,"### Question: and then put one of the slices of bread onto the other one forming a sandwich.
 ### Answer: and pick up there."
9241,"### Question: then you take two slices of bread.
 ### Answer: mhm."
9242,"### Question: you go through buckingham palace itself.
 ### Answer: and."
9243,"### Question: and i said to myself well i said to him.
 ### Answer: ."
9244,"### Question: well it looks.
 ### Answer: yeah yeah."
9245,"### Question: this man comes by to help leah get the cat.
 ### Answer: okay bye."
9246,"### Question: and all of a sudden a lot came down.
 ### Answer: yes."
9247,"### Question: and i stayed on there because the welfare department was hiring.
 ### Answer: yeah mom mom mom."
9248,"### Question: oh mom it's nice.
 ### Answer: firemen for for pet peck."
9249,"### Question: so now he's going off to school with the umbrella hopefully in dry clothes.
 ### Answer: oh my god."
9250,"### Question: and eat your piece of peanut butter and jelly preferably with a cup of coffee.
 ### Answer: what the the man tree branch."
9251,"### Question: this is the slipper from the most beautiful woman in the kingdom and i am going to find her.
 ### Answer: okay."
9252,"### Question: and she gave him a look like.
 ### Answer: it could rain."
9253,"### Question: but we made it home.
 ### Answer: oh."
9254,"### Question: okay so the little girl was sitting on the porch board.
 ### Answer: i don't know but i think i think firstnamej lastname call."
9255,"### Question: and she arrives.
 ### Answer: no no no i i hafta go."
9256,"### Question: and put jelly on top of the peanut butter.
 ### Answer: they talked to me."
9257,"### Question: and then they all went to the ball.
 ### Answer: and put it right there."
9258,"### Question: okay.
 ### Answer: and not there."
9259,"### Question: the nurses says.
 ### Answer: heeling?"
9260,"### Question: and a beautiful new dress for cinderella.
 ### Answer: oh."
9261,"### Question: okay.
 ### Answer: it's yeah."
9262,"### Question: and then on one side.
 ### Answer: yeah i guess she was she probably in the the here with the the the sunday."
9263,"### Question: mm no no no no no no no no no.
 ### Answer: no but alright yeah."
9264,"### Question: so this these were very interesting trips.
 ### Answer: oh my god what happened?"
9265,"### Question: well you've learned a lesson.
 ### Answer: this one right there."
9266,"### Question: the end.
 ### Answer: spread it spread it spread it the bread."
9267,"### Question: and perhaps the people.
 ### Answer: and stroke."
9268,"### Question: okay.
 ### Answer: keep going."
9269,"### Question: the little girl is very polite, curtsies to the family and thinks that she's going to be spending time on an equal footing with the rest of the family.
 ### Answer: my bad."
9270,"### Question: so he went back home all wet.
 ### Answer: and what the what the town."
9271,"### Question: i have nothing else that i can wear to this party.
 ### Answer: she said."
9272,"### Question: and he's not so happy.
 ### Answer: well the dog."
9273,"### Question: i assume that's where he's going.
 ### Answer: yeah brella umbrella."
9274,"### Question: and then one day her step mom got an invite to the castle because the prince was holding a ball to find a wife.
 ### Answer: peanut butter and deli."
9275,"### Question: that's all.
 ### Answer: mhm."
9276,"### Question: went up about about four feet high.
 ### Answer: so the little girl couldn't go anywhere but the other two girls could."
9277,"### Question: one morning a little boy was getting ready for to leave for school.
 ### Answer: and then when he see he see then."
9278,"### Question: cinderella was beautiful.
 ### Answer: hey wait."
9279,"### Question: so turned out that they preferred firstnamej of the two.
 ### Answer: a a."
9280,"### Question: and she's introduced to her stepmother who herself has three daughters.
 ### Answer: uhhuh."
9281,"### Question: mistakes happen and stuff.
 ### Answer: nine."
9282,"### Question: get the heck out of there and come in here.
 ### Answer: that's all i can remember."
9283,"### Question: and they're ornery.
 ### Answer: sorry mom."
9284,"### Question: he accidentally kicked it through his neighbor's window.
 ### Answer: oh nices."
9285,"### Question: no i think the dog was chasing the cat.
 ### Answer: i know."
9286,"### Question: okay.
 ### Answer: i don't need to do that."
9287,"### Question: oh i was suppose to be home by midnight.
 ### Answer: i wanna come."
9288,"### Question: and the ball comes through the window knocks over lamp breaks it.
 ### Answer: and they the woman they were like they were just like were nasty."
9289,"### Question: so cinderella's dad remarried and to a woman with two daughters.
 ### Answer: oh boy."
9290,"### Question: but he finally saw cinderella.
 ### Answer: oh jack."
9291,"### Question: and her stepsisters are get dressed.
 ### Answer: boom and this."
9292,"### Question: and the well the the thing that i was trying to achieve was to determine which ones that i thought were one and two.
 ### Answer: she was she wants looking for cinderella."
9293,"### Question: and she gets done.
 ### Answer: and then."
9294,"### Question: and but i was still kind of bored living at home.
 ### Answer: okay."
9295,"### Question: but it looks it looks fairly large and there's something unusual about it.
 ### Answer: mhm."
9296,"### Question: and i said.
 ### Answer: and i think firstnamea has grown up."
9297,"### Question: take your umbrella with you because i think it's going to rain today.
 ### Answer: and come man."
9298,"### Question: and in two thousand twelve we completed that.
 ### Answer: oh no no i know."
9299,"### Question: and he went all around.
 ### Answer: two tinds yes."
9300,"### Question: so that was a very happy exciting.
 ### Answer: ball is broken."
9301,"### Question: and they live happily ever after.
 ### Answer: big stroke."
9302,"### Question: he says.
 ### Answer: and one day all dress up."
9303,"### Question: and i played the organ for the most part in the service.
 ### Answer: this great."
9304,"### Question: and he's grabbing on to some kind of tree limb a branch or something for his support.
 ### Answer: and i get and i get some peanut butter."
9305,"### Question: he doesn't say.
 ### Answer: yeah."
9306,"### Question: i mean it was just so emotional.
 ### Answer: what the soccer."
9307,"### Question: and so yeah she gets she gets halfway back from what i remember.
 ### Answer: wood on."
9308,"### Question: no no it couldn't be her.
 ### Answer: oh oh my god."
9309,"### Question: they realize it's the same person.
 ### Answer: different."
9310,"### Question: would you like to start a movie?
 ### Answer: okay."
9311,"### Question: the prince fell madly in love with her and she with him.
 ### Answer: i think she was she was looking for husband and they cannot see the children."
9312,"### Question: i need to do it.
 ### Answer: it's funny."
9313,"### Question: and the clock struck midnight.
 ### Answer: first the jam."
9314,"### Question: and not knowing that she even had a fairy godmother.
 ### Answer: and what?"
9315,"### Question: books like to read children.
 ### Answer: and we gonna kinda right there."
9316,"### Question: and her mother i think it's stepmother was very also very mean to cinderella.
 ### Answer: okay."
9317,"### Question: is it water?
 ### Answer: and they they then stepfather went off."
9318,"### Question: and cinderella on the other hand is looking from the kitchen where she's scrubbing the floors.
 ### Answer: seven one two three four five six six years ago."
9319,"### Question: and looks out the window trying to figure out where it came from.
 ### Answer: no no byebye."
9320,"### Question: so the dog chased my cat up a tree on a beautiful spring day when the robins were building nests.
 ### Answer: it's alright."
9321,"### Question: so she runs down the steps and loses her glass shoe.
 ### Answer: one day he went up climbing the tree."
9322,"### Question: even perhaps windy because the rain is slanted.
 ### Answer: mhm."
9323,"### Question: and they're just so ecstatic about going to the ball.
 ### Answer: i think that's all."
9324,"### Question: the lamp was knocked down.
 ### Answer: they have they they hafta go and get the girl."
9325,"### Question: but it doesn't fit the fat foot of the sister.
 ### Answer: every day."
9326,"### Question: and saved the little girl.
 ### Answer: raining."
9327,"### Question: but ultimately she she gets a crack at it and tries it on.
 ### Answer: and and good job."
9328,"### Question: and so then she went back home when the effects wore off.
 ### Answer: and oh no!"
9329,"### Question: and the stepsisters were super excited.
 ### Answer: no."
9330,"### Question: first you'd get your bread out.
 ### Answer: and she says."
9331,"### Question: and he said.
 ### Answer: yeah."
9332,"### Question: and she says.
 ### Answer: and it's so sad."
9333,"### Question: a thin layer on both sides of the bread keeps the bread from getting soggy.
 ### Answer: and her sister is been rehabilitation."
9334,"### Question: he gave that soccer ball the biggest kick he could.
 ### Answer: oh my god."
9335,"### Question: and i met and his name was joe.
 ### Answer: you don't."
9336,"### Question: and the shoe fit.
 ### Answer: come here."
9337,"### Question: and the prince is is hunting for the the damsel that had the had the glass slipper.
 ### Answer: true men yes."
9338,"### Question: cinderella then went off to the ball.
 ### Answer: done."
9339,"### Question: little boy is getting ready to go to school and his mom offers an umbrella.
 ### Answer: oh."
9340,"### Question: and he's soaked.
 ### Answer: but i hope it's soon."
9341,"### Question: and crawls up the tree to get fluffy.
 ### Answer: he's scared but he is getting the stairs."
9342,"### Question: you said exactly what i wanted you to do.
 ### Answer: take two pieces of bread."
9343,"### Question: i told you so.
 ### Answer: i'm sorry."
9344,"### Question: and we just had the most delightful evening.
 ### Answer: who did that?"
9345,"### Question: and i had played basketball in high school.
 ### Answer: ."
9346,"### Question: and she goes.
 ### Answer: yeah."
9347,"### Question: and i said.
 ### Answer: byebye."
9348,"### Question: i'll be fine.
 ### Answer: and you count two slices of bread."
9349,"### Question: and his mother insisted that he take an umbrella.
 ### Answer: no."
9350,"### Question: and they were very mean to each other and mean to her.
 ### Answer: and i i driving."
9351,"### Question: and one of her slippers falls off.
 ### Answer: i was at the hospital and i know i i was doing like this."
9352,"### Question: and identified some hundred and fifty targets.
 ### Answer: bippyboppyboo."
9353,"### Question: so de prince later married her.
 ### Answer: yeah."
9354,"### Question: and the boy came home sopping wet.
 ### Answer: yes."
9355,"### Question: and you spread it on the other piece of bread.
 ### Answer: he was dead."
9356,"### Question: and so that gave us the opportunity to have a really full and varied day.
 ### Answer: and who'd man."
9357,"### Question: thank you.
 ### Answer: oh okay."
9358,"### Question: and she's very sad.
 ### Answer: books."
9359,"### Question: do you have any other daughters?
 ### Answer: yes uhhuh uhhuh."
9360,"### Question: and they lifted her up to safety.
 ### Answer: no no."
9361,"### Question: and he puts a ladder up.
 ### Answer: i i."
9362,"### Question: listen to your mother.
 ### Answer: yeah reading yeah anything else right there."
9363,"### Question: well every everything related to college is on my mind right now because this is my reunion year.
 ### Answer: it's hard."
9364,"### Question: and then the the prince who lives in a castle in the distance.
 ### Answer: and jelly."
9365,"### Question: fluffy the cat has been chased up the tree by the family dog.
 ### Answer: where a ball?"
9366,"### Question: so she got home in time.
 ### Answer: no it's not."
9367,"### Question: and they two sisters were mean vicious.
 ### Answer: oh my god."
9368,"### Question: and that's your sandwich.
 ### Answer: and all of a sudden."
9369,"### Question: and then a jar of peanut butter and a jar of jelly and a knife.
 ### Answer: baby."
9370,"### Question: she went out in the yard and was crying.
 ### Answer: and put them together."
9371,"### Question: i would take the bread from the bread cabinet.
 ### Answer: i'm still trying to remember all of that all that happened."
9372,"### Question: take off the lids off both jars.
 ### Answer: mhm."
9373,"### Question: my first impression is a girl a little girl.
 ### Answer: yeah."
9374,"### Question: and when i was a kid my mother sent me in to empty a pan of boiling mashed potatoes.
 ### Answer: and he berry and heavy heavy things."
9375,"### Question: and so her daughters are going.
 ### Answer: tettersize tessize."
9376,"### Question: that the carriage would not be there, that she would lose her gown, and her she would be dressed in her ordinary just plain dowdy clothes.
 ### Answer: and the god fairy."
9377,"### Question: although there was no way.
 ### Answer: ."
9378,"### Question: put the lids back on the jars and knife in the sink and you're done.
 ### Answer: no no."
9379,"### Question: and some people they had called nineoneone.
 ### Answer: this."
9380,"### Question: how she got there i do not know.
 ### Answer: jams."
9381,"### Question: she's nice.
 ### Answer: okay i don't know."
9382,"### Question: and she throws a shoe because the girl couldn't keep her shoes on.
 ### Answer: the cimerella and stepmama and the girls and the dog and the cats and the mouse."
9383,"### Question: and anyway so my brother firstnamee.
 ### Answer: i'll be the the the the toast."
9384,"### Question: and he's not too happy to mother admit his mother was right but reluctantly takes the umbrella and goes about his way.
 ### Answer: i don't know."
9385,"### Question: and i don't have a way to get there.
 ### Answer: yeah."
9386,"### Question: as they get older the the king's the prince of the land is time to be married.
 ### Answer: raining?"
9387,"### Question: he goes all through the kingdom and has his people try the shoes on all the ladies in the land so he can find the love of his life.
 ### Answer: cat."
9388,"### Question: they're having a great time.
 ### Answer: you can give you to belly and also all beautiful until come bear."
9389,"### Question: you get a can of peanut butter and a can of jelly.
 ### Answer: oh man."
9390,"### Question: and so he was upset about it.
 ### Answer: right!"
9391,"### Question: and he decided to run back home to the tell the his mother that he would take the umbrella so he wouldn't get any wetter than he already was.
 ### Answer: so it's you know cinderella beautiful person you know."
9392,"### Question: the man in the flotation jacket is trying to rescue her.
 ### Answer: i learned a lot."
9393,"### Question: it was the right fit and turned out that was his princess.
 ### Answer: jelly."
9394,"### Question: and they it's all done.
 ### Answer: and he said."
9395,"### Question: she wasn't there.
 ### Answer: there whenever see there."
9396,"### Question: found a soccer ball and decided to try his luck at kicking it around.
 ### Answer: yeah."
9397,"### Question: so he's not gonna be too hard on him.
 ### Answer: and all the time and."
9398,"### Question: and there are two fireman have rushed over to the tree with a ladder.
 ### Answer: talk no good."
9399,"### Question: the kid is.
 ### Answer: i don't know."
9400,"### Question: that's right.
 ### Answer: and the jelly and the the peanut butter."
9401,"### Question: why i could go to that too.
 ### Answer: oh it's raining."
9402,"### Question: and he got it up and climbed up in the tree to get fluffy down for little sally.
 ### Answer: the wipe it off."
9403,"### Question: she's in the home of the father.
 ### Answer: but shoes sweet."
9404,"### Question: so she grows up as basically the servant, basically the slave of this family.
 ### Answer: and what is right koonk."
9405,"### Question: and he came back and he with a wheelchair.
 ### Answer: oh this this this."
9406,"### Question: i'd get a knife out of the drawer.
 ### Answer: good!"
9407,"### Question: and i had i'm not a very athletic person which some people would disagree with because i had played soccer for my whole life leading up to that part.
 ### Answer: because hold with the got."
9408,"### Question: she's gotten off her tricycle and is concerned.
 ### Answer: then the that."
9409,"### Question: as you can see he does have his life vest on.
 ### Answer: yes."
9410,"### Question: he and cinderella were indeed married.
 ### Answer: oh yes."
9411,"### Question: i don't know.
 ### Answer: walking."
9412,"### Question: and that was the first death i've experienced as a child.
 ### Answer: very nice place."
9413,"### Question: and she arrived to accompany her her kin.
 ### Answer: oh boy."
9414,"### Question: and so when the crock clock struck twelve she ran down the stairs.
 ### Answer: peanut butter."
9415,"### Question: and of course it begins to rain.
 ### Answer: oh."
9416,"### Question: and the new mother the stepmother didn't really care for cinderella that much.
 ### Answer: hospital one and home home."
9417,"### Question: so he hasta run all the way back to the house soaking wet and see his mother and then ask her.
 ### Answer: i i hope that you are clear and you can talk well."
9418,"### Question: and the little the little boy i guess it is he learned a lesson.
 ### Answer: the bowl is bowl is a is the bowl is is inside the house."
9419,"### Question: and she couldn't reach it with the ladder.
 ### Answer: i understand."
9420,"### Question: so i immediately came home and interviewed with the department of defense because i wanted to be an international speech pathologist.
 ### Answer: and they came."
9421,"### Question: and the two sisters get dressed beautifully to go to the palace.
 ### Answer: yep."
9422,"### Question: and it starts really raining hard.
 ### Answer: yeah."
9423,"### Question: and so the stepsisters had their dresses made.
 ### Answer: ball in the pictures."
9424,"### Question: jumped in the water.
 ### Answer: peanut butter and jelly sandwich."
9425,"### Question: the end.
 ### Answer: okay."
9426,"### Question: and he kicked the ball really hard.
 ### Answer: oh well."
9427,"### Question: because i wanna go to the ball to this fancy party where the prince is going to be and dance with everybody.
 ### Answer: don't know."
9428,"### Question: he couldn't reach the cat.
 ### Answer: yes."
9429,"### Question: cinderella was a beautiful little girl and she had three stepsisters.
 ### Answer: hello."
9430,"### Question: okay.
 ### Answer: first thing first thing open hit."
9431,"### Question: there was a family that had a dog and a cat.
 ### Answer: it's a one it's a july."
9432,"### Question: all soaking wet.
 ### Answer: oh oh my goodness it's almost ten o'clock."
9433,"### Question: he went and he didn't listen to his mother.
 ### Answer: yeah yeah yeah ham and yeah."
9434,"### Question: the people on the shore are watching all of this because she had flowed downstream.
 ### Answer: bye."
9435,"### Question: and and the prince becomes king.
 ### Answer: holy tats that's good."
9436,"### Question: scoop out some jelly.
 ### Answer: no problem."
9437,"### Question: his glasses were askew.
 ### Answer: a little bit yes."
9438,"### Question: she was having a lot of issues.
 ### Answer: and a fellow you know it take a long time for the fellow."
